整理ID,カート番号,発送,出荷日,発注日時,発注者,発送先,請求先,商品コード,商品名,単価(税別),入数,受注数,単位,合計金額(税別),合計金額(税込),送料(税別),発送状況,納期,発注者確認,カテゴリー
957727,115946,発送完了,2025-02-28,2025-02-28 07:17,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,KZ940,"クレーンゲーム　スティック＆ボタン５　商品サイズ15.2×10.2×13.5cm　カラーBOX入り",1000,60,0.5,箱,30000,33000,0,"2/28発送完了",2025年02月 中旬,納品前,即納,ラクチャレW景品（上部）,ラクチャレW景品（下部）,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,SNS・流行り物,
957726,115945,発送完了,2025-02-28,2025-02-28 07:10,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JS558,"BLUETOOTH SWITCH対応ｹﾞｰﾑｺﾝﾄﾛｰﾗｰｸﾘｱ8【パッケージBOX　サイズ：約15*20*7.5ｃｍ】※通常送料＋別途送料 （発注数×4000円）ＢＬＵＥＴＯＯＴＨ　ＳＷＩＴＣＨ対応ゲームコントローラークリア８",1000,60,1,箱,60000,66000,4000,"2/28発送完了
J4212818",2025年08月 ,納品前,即納,電子商品,
957724,115943,発送完了,2025-02-28,2025-02-28 07:09,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JS558,"BLUETOOTH SWITCH対応ｹﾞｰﾑｺﾝﾄﾛｰﾗｰｸﾘｱ8【パッケージBOX　サイズ：約15*20*7.5ｃｍ】※通常送料＋別途送料 （発注数×4000円）ＢＬＵＥＴＯＯＴＨ　ＳＷＩＴＣＨ対応ゲームコントローラークリア８",1000,60,1,箱,60000,66000,4000,"2/28発送完了
J4212816",2025年08月 ,納品前,即納,電子商品,
956881,115829,発送完了,2025-02-27,2025-02-27 08:14,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,KY236,"うずまきキャンディー１０種　商品サイズ18cm　OPP入り",290,200,0.5,箱,29000,31320,0,"2/27発送完了",2025年02月 上旬,納品前,オススメ商品,即納,小型機用,お菓子,ラクチャレキュート景品,ラクチャレW景品（上部）,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,SNS・流行り物,
956879,115828,発送完了,2025-02-27,2025-02-27 08:13,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KY236,"うずまきキャンディー１０種　商品サイズ18cm　OPP入り",290,200,0.5,箱,29000,31320,0,"2/27発送完了",2025年02月 上旬,納品前,オススメ商品,即納,小型機用,お菓子,ラクチャレキュート景品,ラクチャレW景品（上部）,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,SNS・流行り物,
955144,115558,発送完了,未設定,2025-02-25 14:26,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,KG169,"クレヨンしんちゃん　三つ折りウォレット　PKサイズ：約W12×H8.5×D3.5㎝　PK：OPP　アソート：A柄ミント：28個／B柄ピンク：20個／C柄イエロー：24個",690,72,1,箱,49680,54648,0,"発注受付
2/26出荷",2024年12月 下旬,納品前,小型機用,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
