整理ID,カート番号,発送,出荷日,発注日時,発注者,発送先,請求先,商品コード,商品名,単価(税別),入数,受注数,単位,合計金額(税別),合計金額(税込),送料(税別),発送状況,納期,発注者確認,カテゴリー
1060399,126174,発送完了,2025-05-27,2025-05-26 16:25,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KV350,"ケース入りデジタルウォッチ ヴェリアス【商品サイズ：縦8.2cm×横5.3cm×幅7.4cm】",350,144,1,箱,50400,55440,0,"発注受付",2026年03月 即納,納品前,即納,小型機用,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1060387,126174,発送完了,未設定,2025-05-26 16:25,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KU227,"  コンパクトボイスチェンジャー  Carnival 240入＠235(ハーフ/クォーター+1000円)【サイズ:約6.7cm OPP袋入】",56500,1,1,箱,56500,62150,0,"5/27発送完了",2025年07月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1054004,125348,発送完了,2025-05-21,2025-05-17 22:22,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,RV495,"ジャグラー　エナジー　商品サイズ13.5×5×5cm　缶",170,300,0.5,箱,25500,27540,1500,"5/21発送完了",2025年05月 上旬,納品前,オススメ商品,即納,ラクチャレW景品（上部）,ラクチャレW景品（下部）,飲料類,
1054001,125348,発送完了,未設定,2025-05-17 22:22,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,RK522,"ポケットモンスターポケットティッシュマスコット３種　【商品サイズ】H19～23×W20～21×D12～17cm",995,60,0.5,箱,29850,32835,1000,"5/21発送完了",2025年05月 上旬,納品前,大型機用,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1053623,125281,発送完了,未設定,2025-05-17 21:29,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RC579,"  カリキュレーターウォッチ 8colors 448入＠127(ハーフ/クォーター+1000円)【サイズ:約22.8cm 個別PP入】",57000,1,0.5,箱,28500,31350,1000,"5/19発送完了",2025年10月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1053619,125281,発送完了,未設定,2025-05-17 21:29,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JX225,"スロットマシンmini 6colors 432入＠141(ハーフ/クォーター+1000円)【サイズ:約5.5cm 個別PP袋入】",61000,1,0.5,箱,30500,33550,1000,"5/19発送完了",2025年09月 即納,納品前,即納,小型機用,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1049355,124815,発送完了,未設定,2025-05-12 19:44,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KV573,"SPGぬいぐるみ27種２４ｃｍほど",350,162,1,箱,56700,62370,0,"発注受付
5/20出荷",2025年01月 20日入荷,納品前,オススメ商品,ぬいぐるみ,SNS・流行り物,
1049349,124815,発送完了,未設定,2025-05-12 19:44,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RA627,"ﾏｽｺｯﾄ8㎝　SPG10種",150,240,1,箱,36000,39600,0,"発注受付
5/13出荷",2025年03月 上,納品前,オススメ商品,SNS・流行り物,
1049347,124814,発送完了,未設定,2025-05-12 19:22,"【フォロー】achieve（アミューズ）","島添勝也",【フォロー】株式会社change（旧achieve）,KV573,"SPGぬいぐるみ27種２４ｃｍほど",350,162,1,箱,56700,62370,0,"発注受付
5/20出荷",2025年01月 20日入荷,納品前,オススメ商品,ぬいぐるみ,SNS・流行り物,
1038267,123985,発送完了,未設定,2025-05-06 13:35,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KW987," 天才ピアニストへの道２～極～ 288入＠174(ハーフ/クォーター+1000円)【サイズ:約5.9cm 個別OPP袋入】",50100,1,1,箱,50100,55110,0,"5/7発送完了",2025年06月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1038268,123985,発送完了,未設定,2025-05-06 13:35,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KU227,"  コンパクトボイスチェンジャー  Carnival 240入＠235(ハーフ/クォーター+1000円)【サイズ:約6.7cm OPP袋入】",56500,1,1,箱,56500,62150,0,"5/7発送完了",2025年07月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1038262,123985,発送完了,未設定,2025-05-06 13:35,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KK158,"  液晶ミニゲーム機 FIT～Pastel Color～280入＠146(ハーフ/クォーター+1000円)【サイズ:約6.2x1.8x4.9cm 個別OPP袋入】",41000,1,1,箱,41000,45100,0,"5/7発送完了",2025年07月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1038261,123985,発送完了,未設定,2025-05-06 13:35,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KA876,"   ボイレコ mini～triangle～ 240入＠188(ハーフ/クォーター+1000円)【サイズ:約5.7x2.1x5.3cm 個別OPP袋入】",45000,1,1,箱,45000,49500,0,"5/7発送完了",2025年06月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1035515,123801,発送完了,2025-05-05,2025-05-04 18:55,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RV527,"即納 アミュース不可　バンダイ　モンチッチ めじるしアクセサリー　300円",180,40,1,袋,7200,7920,480,"￥ウ",2025年05月 ,納品前,ガチャ景品,超即納（おもちゃ）,超即納（ガチャ）,
1028782,123217,発送完了,未設定,2025-05-01 13:47,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KK770,"じゃがりこ　三つ折りウォレット　PKサイズ：約H7.5×W9.5×D3.5㎝　4種不均等",690,72,1,箱,49680,54648,0,"発注受付
5/2出荷",2025年02月 上旬,納品前,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1009805,120857,発送完了,未設定,2025-04-09 16:29,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RK738,"ポケットモンスターラウンド小物ポーチ５種～６種おまかせ　【商品サイズ】W12×H15cm",630,84,1,箱,52920,58212,0,"5/14発送完了",2025年05月 中旬～下旬,納品前,小型機用,ラクチャレW景品（上部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
996116,119962,発送完了,2025-05-19,2025-04-01 21:52,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KU174,"ペヤングソースやきそばワイヤレスイヤホン【商品サイズ:約H3.1×W6.2×D4.3㎝】☆",1000,60,1,箱,60000,66000,0,"発注受付",2025年05月 中～下旬,納品前,即納,電子商品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
996112,119961,発送完了,2025-05-19,2025-04-01 21:50,"【フォロー】achieve（アミューズ）","島添勝也",【フォロー】株式会社change（旧achieve）,KU176,"ジャグラーワイヤレスイヤホンNeo３　(メタリック)【商品サイズ:約H4.5×W4.5㎝】☆",1000,60,2,箱,120000,132000,0,"発注受付",2025年05月 中～下旬,納品前,小型機用,電子商品,ラクチャレキュート景品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
942031,113134,発送完了,未設定,2025-02-09 19:02,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KX396,"   【業界初サイズ！】 GIGA NEW クレーンアームキーホルダー 64入＠977(送料:1ct+2000円・ハーフ/クォーター+1000円)【サイズ:MAX40cm PP袋入】",62500,1,0.25,箱,15625,17188,1000,"5/28発送完了",2025年06月 即納,納品前,即納,大型機用,クォーター,
942028,113134,発送完了,2025-05-08,2025-02-09 19:02,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KU756,"【フリュー】18636/クロミ超超BIGぬいぐるみ～かしげポーズ～24個入り約55cm",24000,1,1,箱,24000,26400,4000,"5/8発送予定",2025年05月 2週,納品前,オススメ商品,メーカー,大型機用,ぬいぐるみ,おもちゃ担当オススメ品,
908774,110111,発送完了,2025-05-19,2025-01-07 22:10,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,KU176,"ジャグラーワイヤレスイヤホンNeo３　(メタリック)【商品サイズ:約H4.5×W4.5㎝】☆",1000,60,2,箱,120000,132000,0,"発注受付",2025年05月 中～下旬,納品前,小型機用,電子商品,ラクチャレキュート景品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
908773,110110,発送完了,2025-05-19,2025-01-07 22:09,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KU176,"ジャグラーワイヤレスイヤホンNeo３　(メタリック)【商品サイズ:約H4.5×W4.5㎝】☆",1000,60,2,箱,120000,132000,0,"発注受付",2025年05月 中～下旬,納品前,小型機用,電子商品,ラクチャレキュート景品,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,

発注数,22.25,
入数,1511.25,
商品件数,22,件
商品合計(税別),1132675,円
送料合計(税別),9980,円
総合計(税込),1256411,円
