整理ID,カート番号,発送,出荷日,発注日時,発注者,発送先,請求先,商品コード,商品名,単価(税別),入数,受注数,単位,合計金額(税別),合計金額(税込),送料(税別),発送状況,納期,発注者確認,カテゴリー
668617,83354,発送完了,2024-04-25,2024-04-24 08:39,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,FV978,"ロングトミカ　ランダムアソート【ＰＫＧサイズ　Ｈ4.1×Ｗ15.6×Ｄ3.9cm】【ＰＫＧ　箱】",640,80,0.5,箱,25600,28160,0,"4月25日出荷　4月30日着",2022年10月 即納,納品前,即納,小型機用,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
664977,82820,発送完了,未設定,2024-04-17 22:38,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IU309,"ニャー!ニャー!リンゴにゃんこ　【商品サイズ】H9×W6.5cm",230,192,0.5,箱,22080,24288,1000,"4/19発送完了",2024年04月 即納,納品前,オススメ商品,小型機用,ラクチャレW景品（下部）,おもちゃ担当オススメ品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,SNS・流行り物,
664973,82729,発送完了,未設定,2024-04-17 22:37,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IU309,"ニャー!ニャー!リンゴにゃんこ　【商品サイズ】H9×W6.5cm",230,192,0.5,箱,22080,24288,1000,"4/19発送完了",2024年04月 即納,納品前,オススメ商品,小型機用,ラクチャレW景品（下部）,おもちゃ担当オススメ品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,SNS・流行り物,
663937,82676,発送完了,2024-04-17,2024-04-16 21:00,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IK136,"ﾊｲﾁｭｳｽﾍﾟｼｬﾙ3PBOX【パッケージBOX　サイズ：約54.2×24×3.5ｃｍ】",850,60,0.5,箱,25500,27540,0,"4/17発送完了
J3410790",2024年03月 下旬,納品前,即納,お菓子,
663645,82639,発送完了,未設定,2024-04-16 10:10,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IC473,"もちっとドーナツセレクション 480入＠89.5(ハーフ/クォーター+1000円)【サイズ:6.6x6.6x2.6cm PP袋入】[GC028からコピー][HA842からコピー]",43000,1,1,箱,43000,47300,0,"4/16発送完了",2024年04月 即納,納品前,小型機用,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
663707,82639,発送完了,2024-04-17,2024-04-16 10:10,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,II873,"お菓子巾着ランダムアソート[PP袋][商品サイズ34×42.5ｃｍ]",260,210,1,箱,54600,60060,0,"4/17発送完了",2026年03月 上旬,納品前,小型機用,ラクチャレキュート景品,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
663643,82639,発送完了,未設定,2024-04-16 10:10,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IC709,"ライティングEnterキー 320入＠138(ハーフ/クォーター+1000円)【サイズ:約4.3x2.8x5.4cm PP袋入】",44000,1,0.75,箱,33000,36300,0,"発注受付
4/18数量変更連絡済み
数量変更前：320入1箱（320個）
数量変更後：320入0.75箱（240個）
4/19発送完了",2024年04月 即納,納品前,小型機用,電子商品,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
663621,82639,発送完了,未設定,2024-04-16 10:10,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IC369," ミニチュアハーモニカ 960入@46.8(ハーフ/クォーター+1000円)【商品サイズ:1.4x1x3.5cm PP袋入】[GH731からコピー]",45000,1,0.5,箱,22500,24750,1000,"4/16発送完了",2024年06月 即納,納品前,小型機用,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
661954,82146,発送完了,未設定,2024-04-13 16:21,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IJ712,"【再販】ジョージToy Style マスコット４【7.5×7×11㎝】",400,144,0.5,箱,28800,31680,1000,"4/27発送完了",2024年09月 上旬,納品前,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
660527,82141,発送完了,2024-04-17,2024-04-12 11:22,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IU624,"【フリュー】16552/シナモロールくたっこフレンズBIGぬいぐるみ44個入り約70ｃｍ",40000,1,1,箱,40000,44000,2000,"4/17発送済",2024年04月 3週,納品前,オススメ商品,メーカー,ぬいぐるみ,おもちゃ担当オススメ品,
