整理ID,カート番号,発送,出荷日,発注日時,発注者,発送先,請求先,商品コード,商品名,単価(税別),入数,受注数,単位,合計金額(税別),合計金額(税込),送料(税別),発送状況,納期,発注者確認,カテゴリー
774087,95641,発送完了,未設定,2024-08-27 13:04,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JB431,"メタリックカラー手錠【本体7×27.5㎝】PP袋",90,480,0.5,箱,21600,23760,1000,"8/27発送完了",2024年07月 下旬～8月上旬,納品前,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
773824,95641,発送完了,2024-08-28,2024-08-27 13:04,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IZ688,"サンリオハート持ちマスコットだいすき　約9ｃｍ　",589,100,0.5,箱,29450,32395,1000,"発注受付",2024年05月 即納です,納品前,オススメ商品,即納,ぬいぐるみ,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
770038,95420,発送完了,未設定,2024-08-22 17:10,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IC699,"どこでもバスボタン NEXT2ピンポン(ハーフ/クォーター+1000円)【箱サイズ:7x4x7cm ウィンドウBOX入】[FU867からコピー]",45000,1,1,箱,45000,49500,0,"8/23発送完了",2023年07月 即納,納品前,小型機用,電子商品,クォーター,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
770030,95420,発送完了,未設定,2024-08-22 17:10,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JK527,"コンパクトボイスチェンジャー2 240入@235(ハーフ/クォーター+1000円)【商品サイズ:約5.5x5x6.7cm PP袋入】[GY277からコピー][HV923からコピー][IC637からコピー]",56500,1,2,箱,113000,124300,0,"8/23発送完了",2024年09月 即納,納品前,小型機用,電子商品,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
768261,95179,発送完了,2024-08-21,2024-08-20 12:59,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IZ216,"蓄光プロペラ！レッツゴーあひるちゃん　【商品サイズ】パッケージ：約W7×H12.5×D5cm",160,288,0.5,箱,23040,25344,1000,"8/21発送完了",2024年08月 中旬,納品前,大型機用,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
768253,95177,発送完了,2024-08-21,2024-08-20 12:53,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IY781,"クレヨンしんちゃん吸水リストバンド6種[個包装PP袋][商品サイズ：15*10*3cm] ",430,144,1,箱,61920,68112,0,"8/21発送完了",2025年07月 終売,納品前,小型機用,ラクチャレW景品（上部）,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
768231,95149,発送完了,未設定,2024-08-20 12:11,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,HV920,"  ぶるぶる電ブルBC  Cute3(ハーフ/クォーター+1000円)【箱サイズ:3x3x11cm カラーパッケージ入】",222,180,1,箱,39960,43956,0,"8/21発送完了",2025年03月 即納 ,納品前,即納,電子商品,クォーター,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
765882,94822,発送完了,2024-08-20,2024-08-16 21:48,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JK924,"【特価】お菓子フラットミニポーチ【商品サイズ:約100×70×7㎜】○",116,192,0.5,箱,11136,12250,1000,"発注受付",2024年08月 即納,納品前,オススメ商品,即納,小型機用,特価品,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
765874,94821,発送完了,未設定,2024-08-16 20:51,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JH628,"プレミアムエアーベッドBuona 48入＠990(送料:1ct+2000円・ハーフ/クォーター+1000円)【箱サイズ:約26cm カラーパッケージ入】",47500,1,0.5,箱,23750,26125,1000,"8/19発送完了",2024年08月 即納,納品前,クォーター,箱物系,
765823,94806,発送完了,未設定,2024-08-16 20:39,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JK824," 携帯ゲーム機GAME Ark S mini２ 100入＠580(ハーフ/クォーター+1000円)【箱サイズ:約9.7cm カラーパッケージ入】",58000,1,0.5,箱,29000,31900,1000,"8/19発送完了",2024年08月 即納,納品前,小型機用,電子商品,クォーター,ラクチャレW景品（下部）,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
765853,94806,発送完了,2024-08-17,2024-08-16 20:39,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JF311,"即納  ピーナッツ　ボノボン　リアルミニマスコット　300円",180,40,1,袋,7200,7920,540,"￥う",2025年11月 ,納品前,ガチャ景品,超即納（おもちゃ）,超即納（ガチャ）,
765839,94806,発送完了,2024-08-17,2024-08-16 20:39,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,HC038,"即納　300円 TTA　ミンティア シャカシャカキーチェーン",180,40,1,袋,7200,7920,0,"発注受付
同梱￥う",2025年11月 ,納品前,ガチャ景品,超即納（おもちゃ）,超即納（ガチャ）,
765838,94806,発送完了,2024-08-17,2024-08-16 20:39,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,GV679,"即納　300　IP4　マーブルガム、角ガム（丸川製菓株式会社）.シャカシャカマスコットキーチェーン　300円",180,40,1,袋,7200,7920,0,"発注受付
同梱￥う",2025年11月 ,納品前,ガチャ景品,超即納（おもちゃ）,超即納（ガチャ）,
765834,94806,発送完了,2024-08-17,2024-08-16 20:39,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JF312,"即納  ピーナッツ フルーチェ　ぷにゅっとマスコット　400円",240,30,1,袋,7200,7920,0,"発注受付
同梱￥う",2026年03月 ,納品前,ガチャ景品,超即納（おもちゃ）,超即納（ガチャ）,
765832,94806,発送完了,2024-08-17,2024-08-16 20:39,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JJ268,"即納　ブライトリンク　【丸永製菓アイスマスコットチャーム　リニューアル】 300円",180,40,1,袋,7200,7920,0,"発注受付
同梱￥う",2026年03月 ,納品前,ガチャ景品,超即納（おもちゃ）,超即納（ガチャ）,
765831,94806,発送完了,未設定,2024-08-16 20:39,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JH628,"プレミアムエアーベッドBuona 48入＠990(送料:1ct+2000円・ハーフ/クォーター+1000円)【箱サイズ:約26cm カラーパッケージ入】",47500,1,0.5,箱,23750,26125,1000,"8/19発送完了",2024年08月 即納,納品前,クォーター,箱物系,
750987,93341,発送完了,未設定,2024-08-02 16:44,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JB423,"ふわふわぽんぽん唇太い5㎝",48,600,0.5,箱,14400,15840,800,"8/8出荷完了",2024年06月 14日入荷,納品前,オススメ商品,SNS・流行り物,
750986,93341,発送完了,未設定,2024-08-02 16:44,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JG142,"ふわふわ猫耳唇太いﾏｽｺｯﾄ7×5㎝",85,360,0.5,箱,15300,16830,800,"8/5出荷完了",2024年07月 中旬,納品前,オススメ商品,SNS・流行り物,
750981,93340,発送完了,未設定,2024-08-02 16:43,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JG142,"ふわふわ猫耳唇太いﾏｽｺｯﾄ7×5㎝",85,360,0.5,箱,15300,16830,800,"8/5出荷完了",2024年07月 中旬,納品前,オススメ商品,SNS・流行り物,
750983,93340,発送完了,未設定,2024-08-02 16:43,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JB423,"ふわふわぽんぽん唇太い5㎝",48,600,0.5,箱,14400,15840,800,"8/8出荷完了",2024年06月 14日入荷,納品前,オススメ商品,SNS・流行り物,
