整理ID,カート番号,発送,出荷日,発注日時,発注者,発送先,請求先,商品コード,商品名,単価(税別),入数,受注数,単位,合計金額(税別),合計金額(税込),送料(税別),発送状況,納期,発注者確認,カテゴリー
741426,92091,発送完了,2024-07-22,2024-07-20 19:25,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JH328,"オレンジスターボール4㎝[II761からコピー][IS491からコピー][IV886からコピー]",156,420,0.5,箱,32760,36036,1000,"発注受付",2024年07月 中旬予定,納品前,オススメ商品,小型機用,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
741410,92091,発送完了,2024-07-22,2024-07-20 19:25,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,,"イノセントデジタルウォッチTYPE-G[PP袋][商品サイズ：5*1.8*23cm]",350,144,1,箱,50400,55440,0,"7/22発送完了",2025年01月 上旬,納品前,小型機用,電子商品,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
741232,92059,発送完了,2024-07-22,2024-07-20 10:08,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,,"デジタルウォッチアソートCP15[PP袋][PP袋]",220,240,1,箱,52800,58080,0,"7/22発送完了",2024年08月 上旬,納品前,小型機用,電子商品,ラクチャレW景品（上部）,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
741227,92059,発送完了,2024-07-23,2024-07-20 10:08,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,,"信号機BC[PP袋][商品サイズ５～７cm]",215,240,1,箱,51600,56760,0,"7/23発送完了
8/29誤発送連絡済み
正注文数：240×１ケース（7/23出荷）
誤発送数：240×2ケース（7/23出荷+7/24出荷）",2024年07月 完売,納品前,小型機用,ラクチャレキュート景品,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
741220,92059,発送完了,2024-07-22,2024-07-20 10:08,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JB363,"麻雀牌イルミネーションBC【本体サイズ：W2×D1×H4.5cm】【1個口】★",217,160,1,箱,34720,38192,0,"発注受付",2024年07月 下旬,納品前,即納,小型機用,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
741218,92059,発送完了,2024-07-22,2024-07-20 10:08,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JH549,"スロットゲームミニ　商品サイズ5.5×3.5×2.3cm　OPP入り",180,320,1,箱,57600,63360,0,"7/22発送完了",2024年07月 中旬,納品前,即納,小型機用,ラクチャレキュート景品,ラクチャレW景品（上部）,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
741217,92059,発送完了,2024-07-22,2024-07-20 10:08,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IU569,"MinionsTheRiseOfGru圧縮ミニタオル[シュリンク][シュリンクサイズ5*1cm][商品サイズ20*20cm]",95,480,1,箱,45600,50160,0,"7/22発送完了",2026年03月 上旬,納品前,小型機用,ラクチャレキュート景品,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
741214,92059,発送完了,2024-07-23,2024-07-20 10:08,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,,"ウンチマンおしりぷにっと！アクリルマスコットBC[PP包装+紙タグ][本体サイズ：W42×D30×H55mm]",150,300,1,箱,45000,49500,0,"7/23発送完了",2024年08月 上旬,納品前,小型機用,ラクチャレキュート景品,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
741060,92047,発送完了,2024-07-29,2024-07-19 18:59,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,,"ポケモンレディースソックス2０種アソート[紙ヘッダー][商品サイズ23～25cm]",300,240,1,箱,72000,79200,0,"7/29発送完了",2024年09月 中旬,納品前,小型機用,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
741059,92047,発送完了,2024-07-20,2024-07-19 18:59,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JC837,"即納　アミューズ不可 バンダイ ポケットモンスター ポケモンラバーマスコット25　300円",180,40,3,袋,21600,23760,540,"￥う",2025年03月 ,納品前,ガチャ景品,超即納（おもちゃ）,超即納（ガチャ）,
738318,91677,発送完了,2024-07-30,2024-07-16 15:19,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IZ216,"蓄光プロペラ！レッツゴーあひるちゃん　【商品サイズ】パッケージ：約W7×H12.5×D5cm",160,288,0.5,箱,23040,25344,1000,"7/30発送完了",2024年08月 中旬,納品前,大型機用,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
737503,90667,発送完了,2024-07-16,2024-07-14 22:51,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,GK290,"ジャグラー勝利の晩餐プレート＆フォークセット[紙箱][サイズ31*22*4.5cm]",935,72,0.5,箱,33660,37026,1000,"7/16発送完了",2024年09月 終売,納品前,大型機用,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
737504,90667,発送完了,2024-07-16,2024-07-14 22:51,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JH332,"おさるのジョージころんとミニがま口【商品サイズ:約6㎝】○",380,180,0.5,箱,34200,37620,1000,"発注受付",2024年07月 即納,納品前,オススメ商品,即納,小型機用,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
737496,90667,発送完了,未設定,2024-07-14 22:51,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JG242,"7月中旬納期　7/15締切　7種　クレヨンしんちゃん　ぬいぐるみバッジ　約H90×W60×D26mm",477,84,1,箱,40068,44075,0,"発注受付
7/23発送完了",2024年07月 中旬,納品前,オススメ商品,
730057,90667,発送完了,2024-07-26,2024-07-14 22:51,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IH245,"U1451 JUGGLER(ジャグラー)保温保冷BIGマルチバッグvol.1 2種(64入)　サイズ：約H28×W40×D25ｃm",900,64,0.5,箱,28800,31680,1100,"7/26着発送完了",2024年07月 中下旬,納品前,大型機用,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
728271,90327,発送完了,2024-07-05,2024-07-05 12:54,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,HF802,"即納　300円 TTA 　ブルボンのミニチュアお菓子マスコット リニューアル！",180,40,1,袋,7200,7920,540,"\ウ",2025年04月 ,納品前,ガチャ景品,超即納（おもちゃ）,超即納（ガチャ）,
728225,90327,発送完了,2024-07-05,2024-07-05 12:54,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IF573,"即納　アミューズ不可　バンダイ　オタフクソース　ミニチュアチャーム 300円",180,40,4,袋,28800,31680,0,"発注受付
￥ウ　　　同梱",2024年07月 ,納品前,ガチャ景品,超即納（おもちゃ）,超即納（ガチャ）,
728223,90327,発送完了,2024-07-05,2024-07-05 12:54,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IX749,"即納　アミューズ不可　バンダイ　Ringcolle！ミスタードーナツ3　300円",180,40,3,袋,21600,23760,0,"発注受付
￥ウ　　　同梱",2024年07月 ,納品前,ガチャ景品,超即納（おもちゃ）,超即納（ガチャ）,
723798,90218,発送完了,2024-07-03,2024-07-02 22:26,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IA607,"お菓子エコバッグランダムアソート[PP袋][商品サイズ14.5*11*2cm]",450,120,1,箱,54000,59400,0,"7/3発送完了",2026年03月 上旬,納品前,ラクチャレW景品（上部）,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
723799,90218,発送完了,2024-07-26,2024-07-02 22:26,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JB613,"ボトルシリーズ9種アソート[IA461からコピー]",412,104,1,箱,42848,46276,700,"発注受付",2024年07月 中旬予定,納品前,お菓子,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,食品,
723285,90138,発送完了,未設定,2024-07-01 15:16,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JA957,"PPT２０㎝ﾏｽｺｯﾄ９種",300,196,1,箱,58800,64680,0,"7/1出荷完了",2024年06月 即納,納品前,オススメ商品,SNS・流行り物,
723284,90138,発送完了,未設定,2024-07-01 15:16,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JA958,"PPT４０㎝ぬいぐるみ８種ラメ",450,96,1,箱,43200,47520,0,"7/1出荷完了",2024年06月 即納,納品前,オススメ商品,SNS・流行り物,
723282,90137,発送完了,未設定,2024-07-01 15:15,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JA958,"PPT４０㎝ぬいぐるみ８種ラメ",450,96,1,箱,43200,47520,0,"7/1出荷完了",2024年06月 即納,納品前,オススメ商品,SNS・流行り物,
723283,90137,発送完了,未設定,2024-07-01 15:15,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JA957,"PPT２０㎝ﾏｽｺｯﾄ９種",300,196,0.5,箱,29400,32340,800,"7/4出荷完了",2024年06月 即納,納品前,オススメ商品,SNS・流行り物,
720761,89730,発送完了,未設定,2024-06-27 23:22,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IY371," バトルシューティングレーザーガン  64入＠884(ハーフ/クォーター+1000円)【サイズ:約26cm カラーパッケージ】",56600,1,0.5,箱,28300,31130,1000,"7/5発送完了",2024年07月 下旬,納品前,電子商品,クォーター,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
720760,89730,発送完了,2024-07-29,2024-06-27 23:22,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JB815,"紙幣自動挿入セキュリティバンクⅢ【紙箱入り】【箱サイズ：約H19.8*W13.8*D14.3cm】【商品サイズ：H19*W13.3*D13.8cm】",900,40,0.5,箱,18000,19800,1500,"商品発送7/29
納品予定7/31",2024年08月 即納,納品前,即納,電子商品,箱物系,おもちゃ担当オススメ品,
720756,89730,発送完了,2024-07-01,2024-06-27 23:22,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JC741,"冷却ﾊﾝﾃﾞｨﾌｧﾝ PITACOOL【パッケージBOX　サイズ：約18*11.2*6.1ｃｍ】冷却ハンディファン　ＰＩＴＡＣＯＯＬ※通常送料＋別途送料（発注数×4000円）",1000,60,0.5,箱,30000,33000,2000,"7/1発送完了
J3700517",2024年06月 ,納品前,
720757,89730,発送完了,未設定,2024-06-27 23:22,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IK490,"羽無し卓上タワーファン（本体29.6X11.5X10.5㎝）",980,64,0.5,箱,31360,34496,1000,"発注受付
7/12出荷",2024年07月 下～末,納品前,オススメ商品,電子商品,おもちゃ担当オススメ品,SNS・流行り物,
720758,89730,発送完了,2024-07-01,2024-06-27 23:22,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IV555,"ロボクリーナーTOUGH15【紙箱入り】【箱サイズ：約H28.5*W31*D8cm】【商品サイズ：H24*W24.5*D5.8cm】",850,18,2,箱,30600,33660,5000,"商品発送7/1
納品予定7/3",2024年08月 即納,納品前,即納,電子商品,箱物系,
720759,89730,発送完了,未設定,2024-06-27 23:22,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,IJ707,"USB給電式コンパクト送風機",900,48,0.5,箱,21600,23760,1000,"発注受付
7/1出荷",2024年07月 上,納品前,即納,電子商品,SNS・流行り物,
720750,89729,発送完了,未設定,2024-06-27 23:17,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IK490,"羽無し卓上タワーファン（本体29.6X11.5X10.5㎝）",980,64,0.5,箱,31360,34496,1000,"発注受付
7/12出荷",2024年07月 下～末,納品前,オススメ商品,電子商品,おもちゃ担当オススメ品,SNS・流行り物,
720755,89729,発送完了,2024-07-01,2024-06-27 23:17,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IV555,"ロボクリーナーTOUGH15【紙箱入り】【箱サイズ：約H28.5*W31*D8cm】【商品サイズ：H24*W24.5*D5.8cm】",850,18,1,箱,15300,16830,2500,"商品発送7/1
納品予定7/3",2024年08月 即納,納品前,即納,電子商品,箱物系,
720754,89729,発送完了,未設定,2024-06-27 23:17,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,IJ707,"USB給電式コンパクト送風機",900,48,0.5,箱,21600,23760,1000,"発注受付
7/1出荷",2024年07月 上,納品前,即納,電子商品,SNS・流行り物,
720753,89729,発送完了,2024-07-29,2024-06-27 23:17,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JB815,"紙幣自動挿入セキュリティバンクⅢ【紙箱入り】【箱サイズ：約H19.8*W13.8*D14.3cm】【商品サイズ：H19*W13.3*D13.8cm】",900,40,0.5,箱,18000,19800,1500,"商品発送7/29
納品予定7/31",2024年08月 即納,納品前,即納,電子商品,箱物系,おもちゃ担当オススメ品,
