整理ID,カート番号,発送,出荷日,発注日時,発注者,発送先,請求先,商品コード,商品名,単価(税別),入数,受注数,単位,合計金額(税別),合計金額(税込),送料(税別),発送状況,納期,発注者確認,カテゴリー
1088696,128819,発送完了,未設定,2025-06-17 15:55,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,JA957,"PPT２０㎝ﾏｽｺｯﾄ９種",300,196,1,箱,58800,64680,0,"6/25出荷完了",2024年06月 即納,納品前,オススメ商品,SNS・流行り物,
1088452,128774,発送完了,未設定,2025-06-16 23:15,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,RZ990,"AIﾓﾝｽﾀｰぬいぐるみ22㎝～37㎝（木８０残り4種20ずつ）",450,160,0.5,箱,36000,39600,800,"6/27出荷完了
発注受付",2025年06月 中旬,納品前,オススメ商品,SNS・流行り物,
1084149,128157,発送完了,未設定,2025-06-11 23:19,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RC988,"ぶるぶる電ブルBC  Cute3 180入 @222(ハーフ/クォーター+1000円)【箱サイズ:3x3x11cm カラーパッケージ入】",40000,1,1,箱,40000,44000,0,"6/12発送完了",2026年03月 即納,納品前,即納,電子商品,クォーター,ラクチャレW景品（下部）,箱物系,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1083712,128157,発送完了,2025-06-13,2025-06-11 23:19,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RJ679,"星空ラムネ テトラ　賞味期限：製造から300日",17,2400,0.5,個,20400,22032,1000,"16着予定",2026年03月 即納～約1週間（時期により遅延の可能性有）　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 ,納品前,オススメ商品,お菓子,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,低額キャッチャー景品,10円キャッチャー,
1083708,128157,発送完了,2025-06-12,2025-06-11 23:19,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RW444,"大粒ラムネ六角BOX2種　Refresh＜すっぱいレモン＞【紙箱入り】【箱サイズ：約H13.5*W7*D6cm】",225,192,0.5,箱,21600,23328,0,"商品発送6/12
納品予定6/14",2025年07月 即納,納品前,即納,お菓子,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1081601,127913,発送完了,未設定,2025-06-09 17:55,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,HW924,"カラフル　カギ付き手錠　PKサイズ：約13.5×12×1.5㎝　PK：OPP　6種",90,288,1,箱,25920,28512,0,"発注受付
6/10出荷",2023年11月 中旬,納品前,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1080007,127572,発送完了,未設定,2025-06-08 22:56,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RI737,"  ミニミニ NEWクレーンアームキーホルダー2 320入＠182(ハーフ/クォーター+1000円)【サイズ:約6cm 個別袋入 】",58100,1,1,箱,58100,63910,0,"6/10発送完了",2025年09月 即納,納品前,即納,小型機用,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1079394,127572,発送完了,未設定,2025-06-08 22:56,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,JX225,"スロットマシンmini 6colors 432入＠141(ハーフ/クォーター+1000円)【サイズ:約5.5cm 個別PP袋入】",61000,1,0.5,箱,30500,33550,1000,"6/9発送完了",2025年09月 即納,納品前,即納,小型機用,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1079396,127572,発送完了,未設定,2025-06-08 22:56,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KA876,"   ボイレコ mini～triangle～ 240入＠188(ハーフ/クォーター+1000円)【サイズ:約5.7x2.1x5.3cm 個別OPP袋入】",45000,1,1,箱,45000,49500,0,"6/9発送完了",2025年06月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1079399,127572,発送完了,未設定,2025-06-08 22:56,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KW802," シャカシャカ！ お菓子マスコットA② 448入＠114(ハーフ/クォーター+1000円)【商品サイズ:MAX5cm PP袋入】",51000,1,0.5,箱,25500,28050,1000,"6/9発送完了",2025年06月 即納,納品前,即納,小型機用,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1079402,127572,発送完了,未設定,2025-06-08 22:56,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,RI317,"  液晶ミニゲーム機～JOY～240入＠180(ハーフ/クォーター+1000円)【サイズ:約5.8cm 個別OPP袋入】",43000,1,1,箱,43000,47300,0,"6/9発送完了",2025年08月 即納,納品前,即納,小型機用,電子商品,クォーター,ラクチャレキュート景品,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,明日出荷（土日祝除く）,
1080005,127572,発送完了,2025-06-09,2025-06-08 22:56,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,II873,"お菓子巾着ランダムアソート[PP袋][商品サイズ34×42.5ｃｍ]",260,210,1,箱,54600,60060,0,"6/9発送完了",2026年03月 上旬,納品前,小型機用,ラクチャレキュート景品,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1080006,127572,発送完了,2025-06-09,2025-06-08 22:56,"【フォロー】achieve（アミューズ）","スポガ久留米 卓球ゲームコーナー",【フォロー】株式会社change（旧achieve）,KX892,"幸運の巾着キーホルダー[PP袋][商品サイズ4.5×9.5×2.8cm]",225,100,1,箱,22500,24750,0,"6/9発送完了",2026年03月 上旬,納品前,小型機用,ラクチャレキュート景品,ラクチャレW景品（下部）,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,
1066591,126852,発送完了,2025-06-04,2025-06-02 15:34,"【フォロー】achieve（アミューズ）","MEGAドン・キホーテ飯塚店内ゲームコーナー",【フォロー】株式会社change（旧achieve）,RY413,"パール＆グリッタービーズブレスレット",44,604,1,個,26576,29234,0,"6着予定",2026年01月 即納　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 ,納品前,オススメ商品,即納,小型機用,送料無料（ハーフ別途料金）北海道・沖縄・離島除く,低額キャッチャー景品,10円キャッチャー,
